id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,created_date,emailed,comments,invoice_no,invoice_date
205,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Emails Flooding out. Locked by Microsoft
Affected PC Cleaned. (Anti Virus/ Anti Malware / Cleaner ran). Emails Flooding from PC, collaborated with Godaddy and followed preventive measure before sending the request to unlock the emails from Microsoft. Process start day 12 Jan 2024 - Test finished 16 Jan 2024.",#10841,2024-01-16,Yes,,,
206,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Emai created :- PolicyInquiries@dig.insure,#10775,2024-01-09,Yes,,,
207,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New RDP + DUO User: Tanya Rana,#10745,2024-01-08,Yes,,,
208,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,recruiting@metrox.ca Email activation with ExchangePlan1,#10753,2024-01-08,Yes,,,
209,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New User - QB Only
Kruti Patel",#10625,2024-01-03,Yes,,,
210,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"Full Holiday Day Spent
Avaal Migration from Old to New Server along with Application setup and Connectivity on 6 Nodes
Server: - A_Aval_SVR | Client:- A_Node1 to Node 6",#10581 #10580,2024-01-01,Yes,,,
211,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"Created New Server Node:-
A_Aval_SVR",#10579,2024-01-01,Yes,,,
212,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"1 DC Domain Controller + 1 File Server + 7 Nodes Setup Completed
(Setup of Apps, Profiles and Data Migration)",#9744,2023-12-29,Yes,,,
213,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New Router Purchased and Configured to be used with Rogers Fiber.
Onsite Visit for ISP Changeover.",#10138,2023-12-29,Yes,,,
214,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"TRAILER OFFICE NEW LOCATION:- went with Ankit and 1 drop installed from existing drop in office to trailer office.
New POE switch installed along with some 4 cat5e cables.",,2023-12-22,,,,
215,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Location: Oakville 
Office licenses installed on new PC",#10333,2023-12-21,Yes,,,
216,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"User: Lajwinder Grewal
Laptop:-Dell Latitude 7480
SerialNumber : 4J43QQ2
OS Name Microsoft Windows 10 Pro
Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
256 GB -SSD + (RAM) 16.0 GB",#9730,2023-12-20,Yes,,,
217,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"User: Lovepreet Kaur
Windows 10 Pro Installed 
Dell XPS",#10175,2023-12-15,Yes,,,
218,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,Onsite visit ;- Patch Panel Cable change,#10091,2023-12-12,Yes,,,
219,Fusion Placement Solutions,"7370 Bramalea Rd Unit 8, Mississauga, ON L5S 1N6",,IT Services,Virus Removal from Parmjit PC,#10099,2023-12-12,Yes,,,
220,Supreme Wire Products Ltd.,"20 Newkirk Ct Unit 11,
Brampton, ON L6Z 0J8",,IT Services,"New Location - Country Side & Great Lakes
Power Adapter Installed for Yealink T54W",#9853,2023-12-11,Yes,,,
221,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"DUO+ RDP + QB - User Activation 
User:- Shikha (Oakville)",#10060,2023-12-08,Yes,,,
222,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Location- Oakville
New Yealink T54W details :-
?MAC Address 24:9A:D8:80:0E:39
Machine ID 201081F051206263
Wi-Fi MAC 24:9A:D8:5C:3C:84",#9918,2023-12-08,Yes,,,
223,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Location - Oakville
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
SerialNumber : 2UA6031ZSJ
Installed Physical Memory (RAM) 16.0 GB
HDD : 256 GB SSD + 500 GB.",#9919,2023-12-08,Yes,,,
224,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,New RDP + DUO + QB - Ms. Manreet Toor,#9912,2023-12-07,Yes,,,
225,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
New User: - Rashmeen Kaur",#9723,2023-12-06,Yes,,,
226,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New CPU Installed @ Warehouse
Dell Precision T1700
RAM 16GB
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HDD 256 GB SSD + 500 GB
SerialNumber BPQ3V12",#9827,2023-12-05,Yes,,,
227,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New 1 VOIP Account + New Phone + New Cordless Phones installed.
T54W Yealink VOIP – 1Qty.
- S/N# 201081F051209236
IP DECT Phone W56H Cordless 1Qty.
- S/N# - 8301523032517102",#9493,2023-12-05,Yes,,,
228,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Network Printer Service :-
Toshiba e-STUDIO3505AC",#9464,2023-12-05,Yes,,,
229,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"3 New T54W Yealink installed.
3 New Power adapters for T54W installed.
3 New VOIP Accounts
Details:-
S/N# 201081F051207094 - Ext# 124
S/N# 201081F051208219 - Ext# 125
S/N# 201081F051208917 - Ext# 126",#9749,2023-12-05,Yes,,,
230,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"Installed dvi cable - 1 Qty
Installed dvi to display converter - 1 Qty",#9851,2023-12-05,Yes,,,
231,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,"New PC Setup - Details:-
New Desktop - HP Elite Desk 800 G3 - i7-6th gen, 256 NVMe + 500 GB + 16 GB RAM
LCD - Dell 22",#9172,2023-11-20,Yes,,,
232,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,Email Migration to Office 365.,#9400,2023-11-19,Yes,,,
233,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New User: - Manpreet Saini
RDP + DUO + Email + New Laptop
Laptop Details:-SerialNumber
5CG8060SLG
HP EliteBook 840 G3
i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
(RAM) 16.0 GB (HDD -250GB)",#9128,2023-11-17,Yes,,,
234,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"7 VOIP accounts + IVR setup - Exisitng H/W used 
EXT: 101 to 103 , 111, 121 to 123.",#9124,2023-11-10,,,,
235,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,Microsoft Teams setup for Metrox,#8868,2023-11-09,Yes,,,
236,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Ran new Cat 5e cable to Simar's Office for Printer. (Terminated and Tested.),#8559,2023-11-08,Yes,,,
237,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Re-terminated and Tested. The printer Jack @ reception.,#8404,2023-11-08,Yes,,,
238,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,All Emails Migration Done to Office 365,#8734,2023-10-31,Yes,,,
239,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Onsite Printer Install,#8856,2023-10-27,Yes,,,
240,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New Desktop - HP EliteDesk 800 G3
i7-6th gen, 256 NVme + 500 GB + 16 GB RAM",#8843,2023-10-26,Yes,,,
241,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New BLIP user - Vinay Gogna,#8805,2023-10-25,Yes,,,
242,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"7 CPUs installed - HP EliteDesk 800 G3
i7-6th gen, 256 NVme + 500 GB + 16 GB",#8734,2023-10-18,Yes,,,
243,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"Installed:-
2 New DVI cables
2 New DVI to Display Port Converters",#8734,2023-10-18,Yes,,,
244,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - user setup for Sukriti Sharma,#8660,2023-10-13,Yes,,,
245,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New License - Office 365 Bhavdeep PC,#8673,2023-10-12,Yes,,,
246,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,Emails Migration to Office 365,#8673,2023-10-12,Yes,,,
247,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Onsite Visit + New HDMI to DVI converter Installed,#8600,2023-10-06,Yes,,,
248,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,Enabled User- Shaleen - DUO + RDP + Blip,#8491,2023-09-27,,,,
249,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Pending,#8404,2023-09-21,Yes,,,
250,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",,IT Services,"Office licenses are activated for the following 5 RDP:-
Customer CC used
GTBN1
GTBN2
GTBN3
GTBN4
GTBN5",#8375,2023-09-20,Yes,,,
251,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Onsite Printer Service - Brother MFC-L5700DW
Cleanup of toner + drum + corona Wire. Drum reset. 
Resolved and User tested ok.",#8360,2023-09-18,Yes,,,
252,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite Installation:-
Synology - Disk Station DS923+ 4-BAY
Serial Number: 2440TQR9V3YX6",#18220,2023-09-18,Yes,,,
253,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Email, PowerBroker ID and Applied ID created only. - User Sandeep Kaur Boparai",#19338,2023-09-18,Yes,,,
254,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"1 New Laptop delivered to Office Reception.
Laptop - Dell Latitude E7470 - S/N# FP9B1G2
Details:-
Laptop - Dell Latitude E7470 
· Operating System Windows 10 Pro 64-bit 
· CPU Intel Core i5 6300U @ 2.40GHz 
· RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
· Motherboard Dell Inc. 0T6HHJ 
· Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
o Intel HD Graphics 520 (Dell)
· Storage 256GB (SATA (SSD) 
· Audio Realtek Audio",#8339,2023-09-15,Yes,,,
255,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - user setup for Harsirat Toor,#8289,2023-09-14,Yes,,,
256,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - user setup for Pawandeep Gill,#8269,2023-09-12,Yes,,,
257,Qliq Inc.,"130 Matheson Blvd E #1, Mississauga, ON L4Z 1V4",,IT Services,Onsite visit to configure Office Cams on User new Mobile.,#8305,2023-09-12,Yes,,,
258,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - user setup for Amandeep Hazra,#8253,2023-09-11,Yes,,,
259,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,IT Services,Onsite visit to connect 4 Yealink phones onto HotSpots.,#8282,2023-09-09,Yes,,,
260,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"2 New Laptops delivered to Office Reception.
Laptop - Dell Latitude E7470 - S/N# FR607H2
Laptop - Dell Latitude E7470 - S/N# GC0MYF2 
Details:-
Laptop - Dell Latitude E7470 
· Operating System Windows 10 Pro 64-bit 
· CPU Intel Core i5 6300U @ 2.40GHz 
· RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
· Motherboard Dell Inc. 0T6HHJ 
· Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
o Intel HD Graphics 520 (Dell)
· Storage 256GB (SATA (SSD) 
· Audio Realtek Audio",#8261,2023-09-08,Yes,,,
261,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,New RDP + DUO + QB - Ms. Babneet Toor,#8256,2023-09-08,Yes,,,
262,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New DUO and Node :- dig\gbhullar C1node39,#7667,2023-09-06,Yes,,,
263,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,IT Services,Onsite visit for IP address for CCTV,#8236,2023-09-06,Yes,,,
264,Sanjay Sharma,Na,,IT Services,5 Windows Licenses for Sanjay Sharma -,#7970,2023-08-31,Yes,,,
265,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,Onsite Time: 5:30pm - 9:30 pm for QB Upgrades to 2023 + Payroll Table Updates + Windows Updates on 9 PCs + Server.,"#7346
#7347
#7348
#7349
#7350
#7351
#7352
#7353
#7354
#7355",2023-08-09,Yes,,,
266,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,IT Services,Black Toner Cartridge installed for Toshiba e-STUDIO3505AC,#7293,2023-08-09,Yes,,,
267,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,New License - Office 365 Reception Desk.,#7037,2023-07-28,Yes,,,
268,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"New equipment + extension
1 VOIP - T54W Ext 106",#6838,2023-07-24,Yes,,,
269,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,Windows 11 Pro License Installed.,#6939,2023-07-24,Yes,,,
270,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - User:- Awas Omar Dhiblawe,#6171,2023-07-14,Yes,,,
271,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Email created
Name: Harsimran Deep Kaur
Email: harsimran@dig.insure",#6128,2023-07-11,Yes,,,
272,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",,IT Services,"Email Migration to Office365
draz@insta-parts.ca
info@insta-parts.ca",#5657,2023-07-06,Yes,,,
273,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"2 VOIP - T54W + 2 Power Adapters
Ext 110 & 111 for India",#5913,2023-06-30,Yes,,,
274,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,New RDP + DUO + QB -Ms. Aman,#5834,2023-06-30,Yes,,,
275,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"User: Prabhjot PC: Dell OptiPlex
Windows re-installed and profile configured.",#5592,2023-06-29,Yes,,,
276,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Amita Verma - Date 28 June 2023 ----CPU ONLY--
SerialNumber::2UA53839RH
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA",#5862,2023-06-28,Yes,,,
277,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,Mr. Aman Sidhu -2nd Existing LCD installed for DUAL setup,#5865,2023-06-28,Yes,,,
278,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Mr. Simar - 2 visits - 1 for each LCD install
New VGA Cable + HDMI to Display Converter Used - Billable
2 LG DUAL LCD (already onsite) setup done.",#5864,2023-06-28,Yes,,,
279,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",,IT Services,New RDP + DUO Node105 - Harinder Buttar,#5744,2023-06-23,Yes,,,
280,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New HDMI to DVI Cable - 25$ + Total onsite visits 2. User: Ritika
1st visit - LCD(Onsite Existing) installed on weekend - onsite visit. Jun 18,2023.
2nd - visit Jun 22, 2023 . with HDMI to DVI cable and installed 2nd LCD(Onsite Existing) and tested ok.",#5660,2023-06-22,Yes,,,
281,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Office 365 License installed on 1 rdp user
Z6448@365i.team gracious\shikha (On Sahil PC)",#5688,2023-06-21,Yes,,,
282,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New RDP + DUO+ Blip user SHAHBAZ RASOOL,#5690,2023-06-20,Yes,,,
283,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Office 365 License installed on 3 rdp users
Z6448@365i.team gracious\akarsh, \shaleen, \mandeep",#5688,2023-06-20,Yes,,,
284,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,"8 - T54W Yealink Phones installed.
5 - Bluetooth Headsets (MPOW) Installed.
5 - Communicator App Installed.",#5513,2023-06-13,Yes,,,
285,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,New user setup for QB galaxy3,#5541,2023-06-13,Yes,,,
286,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,New UPS by APC installed onsite.,#5475,2023-06-09,Yes,,,
287,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"New CPU + Office 365 installed - User: - Gary 
i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HP EliteDesk
Installed Physical Memory (RAM) 16.0 GB
HDD = 256gb SSD + 500 gb SATA",#5417,2023-06-07,Yes,CC Provided to Rajkaran,,
288,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"New CPU + 1 Adobe Professional License installed - User: - Ruby (Personal Use)
i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HP EliteDesk CASH PAID
Installed Physical Memory (RAM) 16.0 GB
HDD = 256gb SSD + 500 gb SATA
SerialNumber MXL6032R98",#5422,2023-06-07,Yes,N/A by Rajkaran,,
289,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - User:- Krishna Thakkar,#5356,2023-06-07,,,,
290,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New CPU + 2 LCD - Mr. Ravi Grewal
Hardware Details: 
• CPU (Qty =1)
SerialNumber : 2UA4511WMQ
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#5375,2023-06-06,Yes,,,
291,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New email created: psidhu@dig.insure (Preeti Sidhu),#5382,2023-06-06,Yes,,,
292,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New User/Node Setup + DUO
Dig\mkhroud - Mandeep Khroud (Email was created on 28 - Mar 23)",#5286,2023-06-05,,,,
293,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Hardware Details: PC + LCD Monitor + Onsite Visit 1hr 
• PC (Qty =1)
SerialNumber : MXL6032R5D
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)",#5286,2023-06-05,Yes,,,
294,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Hardware Details: CPU -- SIMAR
• CPU only (Qty =1)
SerialNumber : 2UA40812YK
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA",#5373,2023-06-05,Yes,,,
295,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New RDP + DUO setup - User :- AKARSH,#5316,2023-06-02,Yes,,,
296,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - User:- Beant Kaur Maan,#5238,2023-05-30,Yes,,,
297,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New RDP + DUO + Email - User:- Navneet Kaur Grewal,#5253,2023-05-30,Yes,,,
298,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
4/26/2023
(OLD DATE)",#4350 OLD #5170 NEW,2023-05-26,Yes,,,
299,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Email - User:- Navneet Kaur Grewal,,2023-05-25,,,,
300,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New RDP + DUO setup - User:- SHIKHA,#5124,2023-05-24,Yes,,,
301,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Email created user - Simran 
(ssimran@dig.insure)",#5100,2023-05-23,Yes,,,
302,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New DUO user - Simran 
(accessing dig\aaneem account)",#4903,2023-05-15,Yes,,,
303,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New BLIP user - Parth Patel,#4896,2023-05-15,Yes,,,
304,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"4 GB RAM Added
Windows re-installed + Office 365 installed + Time Spent 2 Hrs
Data restored to the PC. 
Naina PC
SerialNumber CPXLTV1",#3754,2023-05-09,Yes,,,
305,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,RDP + DUO completed for Mr. Sunny,#4621,2023-05-08,Yes,,,
306,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP User : Mandeep Kapoor.
DUO + BLIP setup.",#4745,2023-05-08,Yes,,,
307,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Onsite Visit - Network cable installed to Printer in Reception.,#4751,2023-05-08,Yes,,,
308,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Hardware Details: PC + 2 LCD Monitor + 1 Power Bar + Onsite Visit 1hr 
• PC (Qty =1)
SerialNumber : 2UA40812XX
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#4521,2023-05-03,Yes,,,
309,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,2 Network Drops Installed by Ankit in Simar's Office.,#4067,2023-05-03,Yes,,,
310,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,"Hardware Details: PC + LCD Monitor + DUO + Onsite Visit 30 mins
• PC (Qty =1)
SerialNumber : 2UA40812XX
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)",#4621,2023-05-03,Yes,,,
311,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New VOIP account X101 User: Varinder Rana
New SIP T54W
MAC : 805E0CC3266A
S/N: 301081E041220382",#4362,2023-04-29,Yes,,,
312,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"5 RDP nodes created. + 5 DUO
dig\account1 - Account1
dig\account2 - Account2
dig\lgrewal - Lajwinder Grewal
dig\averma - Amita Verma
dig\hthind - Harman Thind","#4324
#4501
#4521
#4500",2023-04-28,Yes,,,
