id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,created_date,emailed,comments,invoice_no,invoice_date
212,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"1 DC Domain Controller + 1 File Server + 7 Nodes Setup Completed
(Setup of Apps, Profiles and Data Migration)",#9744,12/29/2023,Yes,,,
213,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"New Router Purchased and Configured to be used with Rogers Fiber.
Onsite Visit for ISP Changeover.",#10138,12/29/2023,Yes,,,
214,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"TRAILER OFFICE NEW LOCATION:- went with Ankit and 1 drop installed from existing drop in office to trailer office.
New POE switch installed along with some 4 cat5e cables.",,12/22/2023,,,,
215,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Location: Oakville 
Office licenses installed on new PC",#10333,12/21/2023,Yes,,,
216,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"User: Lajwinder Grewal
Laptop:-Dell Latitude 7480
SerialNumber : 4J43QQ2
OS Name Microsoft Windows 10 Pro
Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
256 GB -SSD + (RAM) 16.0 GB",#9730,12/20/2023,Yes,,,
217,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"User: Lovepreet Kaur
Windows 10 Pro Installed 
Dell XPS",#10175,12/15/2023,Yes,,,
218,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,Onsite visit ;- Patch Panel Cable change,#10091,12/12/2023,Yes,,,
219,Fusion Placement Solutions,"7370 Bramalea Rd Unit 8, Mississauga, ON L5S 1N6",,,Virus Removal from Parmjit PC,#10099,12/12/2023,Yes,,,
220,Supreme Wire Products Ltd.,"20 Newkirk Ct Unit 11,
Brampton, ON L6Z 0J8",,,"New Location - Country Side & Great Lakes
Power Adapter Installed for Yealink T54W",#9853,12/11/2023,Yes,,,
221,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"DUO+ RDP + QB - User Activation 
User:- Shikha (Oakville)",#10060,12/8/2023,Yes,,,
222,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Location- Oakville
New Yealink T54W details :-
?MAC Address 24:9A:D8:80:0E:39
Machine ID 201081F051206263
Wi-Fi MAC 24:9A:D8:5C:3C:84",#9918,12/8/2023,Yes,,,
223,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Location - Oakville
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
SerialNumber : 2UA6031ZSJ
Installed Physical Memory (RAM) 16.0 GB
HDD : 256 GB SSD + 500 GB.",#9919,12/8/2023,Yes,,,
224,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,New RDP + DUO + QB - Ms. Manreet Toor,#9912,12/7/2023,Yes,,,
225,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New RDP + DUO + Email
New User: - Rashmeen Kaur",#9723,12/6/2023,Yes,,,
226,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"New CPU Installed @ Warehouse
Dell Precision T1700
RAM 16GB
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HDD 256 GB SSD + 500 GB
SerialNumber BPQ3V12",#9827,12/5/2023,Yes,,,
227,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"New 1 VOIP Account + New Phone + New Cordless Phones installed.
T54W Yealink VOIP – 1Qty.
- S/N# 201081F051209236
IP DECT Phone W56H Cordless 1Qty.
- S/N# - 8301523032517102",#9493,12/5/2023,Yes,,,
228,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Network Printer Service :-
Toshiba e-STUDIO3505AC",#9464,12/5/2023,Yes,,,
229,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"3 New T54W Yealink installed.
3 New Power adapters for T54W installed.
3 New VOIP Accounts
Details:-
S/N# 201081F051207094 - Ext# 124
S/N# 201081F051208219 - Ext# 125
S/N# 201081F051208917 - Ext# 126",#9749,12/5/2023,Yes,,,
230,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"Installed dvi cable - 1 Qty
Installed dvi to display converter - 1 Qty",#9851,12/5/2023,Yes,,,
231,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,"New PC Setup - Details:-
New Desktop - HP Elite Desk 800 G3 - i7-6th gen, 256 NVMe + 500 GB + 16 GB RAM
LCD - Dell 22",#9172,11/20/2023,Yes,,,
232,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,Email Migration to Office 365.,#9400,11/19/2023,Yes,,,
233,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New User: - Manpreet Saini
RDP + DUO + Email + New Laptop
Laptop Details:-SerialNumber
5CG8060SLG
HP EliteBook 840 G3
i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
(RAM) 16.0 GB (HDD -250GB)",#9128,11/17/2023,Yes,,,
234,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"7 VOIP accounts + IVR setup - Exisitng H/W used 
EXT: 101 to 103 , 111, 121 to 123.",#9124,11/10/2023,,,,
235,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,,Microsoft Teams setup for Metrox,#8868,11/9/2023,Yes,,,
236,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Ran new Cat 5e cable to Simar's Office for Printer. (Terminated and Tested.),#8559,11/8/2023,Yes,,,
237,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Re-terminated and Tested. The printer Jack @ reception.,#8404,11/8/2023,Yes,,,
238,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,All Emails Migration Done to Office 365,#8734,10/31/2023,Yes,,,
239,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Onsite Printer Install,#8856,10/27/2023,Yes,,,
240,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"New Desktop - HP EliteDesk 800 G3
i7-6th gen, 256 NVme + 500 GB + 16 GB RAM",#8843,10/26/2023,Yes,,,
241,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,New BLIP user - Vinay Gogna,#8805,10/25/2023,Yes,,,
242,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"7 CPUs installed - HP EliteDesk 800 G3
i7-6th gen, 256 NVme + 500 GB + 16 GB",#8734,10/18/2023,Yes,,,
243,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,,"Installed:-
2 New DVI cables
2 New DVI to Display Port Converters",#8734,10/18/2023,Yes,,,
244,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - user setup for Sukriti Sharma,#8660,10/13/2023,Yes,,,
245,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,,New License - Office 365 Bhavdeep PC,#8673,10/12/2023,Yes,,,
246,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,,Emails Migration to Office 365,#8673,10/12/2023,Yes,,,
247,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Onsite Visit + New HDMI to DVI converter Installed,#8600,10/6/2023,Yes,,,
248,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,Enabled User- Shaleen - DUO + RDP + Blip,#8491,9/27/2023,,,,
249,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Pending,#8404,9/21/2023,Yes,,,
250,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",,,"Office licenses are activated for the following 5 RDP:-
Customer CC used
GTBN1
GTBN2
GTBN3
GTBN4
GTBN5",#8375,9/20/2023,Yes,,,
251,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,"Onsite Printer Service - Brother MFC-L5700DW
Cleanup of toner + drum + corona Wire. Drum reset. 
Resolved and User tested ok.",#8360,9/18/2023,Yes,,,
252,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Onsite Installation:-
Synology - Disk Station DS923+ 4-BAY
Serial Number: 2440TQR9V3YX6",#18220,9/18/2023,Yes,,,
253,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New Email, PowerBroker ID and Applied ID created only. - User Sandeep Kaur Boparai",#19338,9/18/2023,Yes,,,
254,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"1 New Laptop delivered to Office Reception.
Laptop - Dell Latitude E7470 - S/N# FP9B1G2
Details:-
Laptop - Dell Latitude E7470 
· Operating System Windows 10 Pro 64-bit 
· CPU Intel Core i5 6300U @ 2.40GHz 
· RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
· Motherboard Dell Inc. 0T6HHJ 
· Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
o Intel HD Graphics 520 (Dell)
· Storage 256GB (SATA (SSD) 
· Audio Realtek Audio",#8339,9/15/2023,Yes,,,
255,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - user setup for Harsirat Toor,#8289,9/14/2023,Yes,,,
256,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - user setup for Pawandeep Gill,#8269,9/12/2023,Yes,,,
257,Qliq Inc.,"130 Matheson Blvd E #1, Mississauga, ON L4Z 1V4",,,Onsite visit to configure Office Cams on User new Mobile.,#8305,9/12/2023,Yes,,,
258,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - user setup for Amandeep Hazra,#8253,9/11/2023,Yes,,,
259,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,,Onsite visit to connect 4 Yealink phones onto HotSpots.,#8282,9/9/2023,Yes,,,
260,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"2 New Laptops delivered to Office Reception.
Laptop - Dell Latitude E7470 - S/N# FR607H2
Laptop - Dell Latitude E7470 - S/N# GC0MYF2 
Details:-
Laptop - Dell Latitude E7470 
· Operating System Windows 10 Pro 64-bit 
· CPU Intel Core i5 6300U @ 2.40GHz 
· RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
· Motherboard Dell Inc. 0T6HHJ 
· Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
o Intel HD Graphics 520 (Dell)
· Storage 256GB (SATA (SSD) 
· Audio Realtek Audio",#8261,9/8/2023,Yes,,,
261,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,New RDP + DUO + QB - Ms. Babneet Toor,#8256,9/8/2023,Yes,,,
262,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New DUO and Node :- dig\gbhullar C1node39,#7667,9/6/2023,Yes,,,
263,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,,Onsite visit for IP address for CCTV,#8236,9/6/2023,Yes,,,
264,Sanjay Sharma,Na,,,5 Windows Licenses for Sanjay Sharma -,#7970,8/31/2023,Yes,,,
265,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,Onsite Time: 5:30pm - 9:30 pm for QB Upgrades to 2023 + Payroll Table Updates + Windows Updates on 9 PCs + Server.,"#7346
#7347
#7348
#7349
#7350
#7351
#7352
#7353
#7354
#7355",8/9/2023,Yes,,,
266,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,,Black Toner Cartridge installed for Toshiba e-STUDIO3505AC,#7293,8/9/2023,Yes,,,
267,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,New License - Office 365 Reception Desk.,#7037,7/28/2023,Yes,,,
268,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"New equipment + extension
1 VOIP - T54W Ext 106",#6838,7/24/2023,Yes,,,
269,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,Windows 11 Pro License Installed.,#6939,7/24/2023,Yes,,,
270,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - User:- Awas Omar Dhiblawe,#6171,7/14/2023,Yes,,,
271,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New Email created
Name: Harsimran Deep Kaur
Email: harsimran@dig.insure",#6128,7/11/2023,Yes,,,
272,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",,,"Email Migration to Office365
draz@insta-parts.ca
info@insta-parts.ca",#5657,7/6/2023,Yes,,,
273,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"2 VOIP - T54W + 2 Power Adapters
Ext 110 & 111 for India",#5913,6/30/2023,Yes,,,
274,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,New RDP + DUO + QB -Ms. Aman,#5834,6/30/2023,Yes,,,
275,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"User: Prabhjot PC: Dell OptiPlex
Windows re-installed and profile configured.",#5592,6/29/2023,Yes,,,
276,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"Amita Verma - Date 28 June 2023 ----CPU ONLY--
SerialNumber::2UA53839RH
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA",#5862,6/28/2023,Yes,,,
277,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,Mr. Aman Sidhu -2nd Existing LCD installed for DUAL setup,#5865,6/28/2023,Yes,,,
278,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"Mr. Simar - 2 visits - 1 for each LCD install
New VGA Cable + HDMI to Display Converter Used - Billable
2 LG DUAL LCD (already onsite) setup done.",#5864,6/28/2023,Yes,,,
279,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",,,New RDP + DUO Node105 - Harinder Buttar,#5744,6/23/2023,Yes,,,
280,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New HDMI to DVI Cable - 25$ + Total onsite visits 2. User: Ritika
1st visit - LCD(Onsite Existing) installed on weekend - onsite visit. Jun 18,2023.
2nd - visit Jun 22, 2023 . with HDMI to DVI cable and installed 2nd LCD(Onsite Existing) and tested ok.",#5660,6/22/2023,Yes,,,
281,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Office 365 License installed on 1 rdp user
Z6448@365i.team gracious\shikha (On Sahil PC)",#5688,6/21/2023,Yes,,,
282,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,New RDP + DUO+ Blip user SHAHBAZ RASOOL,#5690,6/20/2023,Yes,,,
283,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Office 365 License installed on 3 rdp users
Z6448@365i.team gracious\akarsh, \shaleen, \mandeep",#5688,6/20/2023,Yes,,,
284,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,,"8 - T54W Yealink Phones installed.
5 - Bluetooth Headsets (MPOW) Installed.
5 - Communicator App Installed.",#5513,6/13/2023,Yes,,,
285,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,New user setup for QB galaxy3,#5541,6/13/2023,Yes,,,
286,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,New UPS by APC installed onsite.,#5475,6/9/2023,Yes,,,
287,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,,"New CPU + Office 365 installed - User: - Gary 
i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HP EliteDesk
Installed Physical Memory (RAM) 16.0 GB
HDD = 256gb SSD + 500 gb SATA",#5417,6/7/2023,Yes,CC Provided to Rajkaran,,
288,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,,"New CPU + 1 Adobe Professional License installed - User: - Ruby (Personal Use)
i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
HP EliteDesk CASH PAID
Installed Physical Memory (RAM) 16.0 GB
HDD = 256gb SSD + 500 gb SATA
SerialNumber MXL6032R98",#5422,6/7/2023,Yes,N/A by Rajkaran,,
289,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - User:- Krishna Thakkar,#5356,6/7/2023,,,,
290,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New CPU + 2 LCD - Mr. Ravi Grewal
Hardware Details: 
• CPU (Qty =1)
SerialNumber : 2UA4511WMQ
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#5375,6/6/2023,Yes,,,
291,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New email created: psidhu@dig.insure (Preeti Sidhu),#5382,6/6/2023,Yes,,,
292,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New User/Node Setup + DUO
Dig\mkhroud - Mandeep Khroud (Email was created on 28 - Mar 23)",#5286,6/5/2023,,,,
293,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"Hardware Details: PC + LCD Monitor + Onsite Visit 1hr 
• PC (Qty =1)
SerialNumber : MXL6032R5D
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)",#5286,6/5/2023,Yes,,,
294,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"Hardware Details: CPU -- SIMAR
• CPU only (Qty =1)
SerialNumber : 2UA40812YK
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA",#5373,6/5/2023,Yes,,,
295,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,New RDP + DUO setup - User :- AKARSH,#5316,6/2/2023,Yes,,,
296,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - User:- Beant Kaur Maan,#5238,5/30/2023,Yes,,,
297,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New RDP + DUO + Email - User:- Navneet Kaur Grewal,#5253,5/30/2023,Yes,,,
298,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
4/26/2023
(OLD DATE)",#4350 OLD #5170 NEW,5/26/2023,Yes,,,
299,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,New Email - User:- Navneet Kaur Grewal,,5/25/2023,,,,
300,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,New RDP + DUO setup - User:- SHIKHA,#5124,5/24/2023,Yes,,,
301,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New Email created user - Simran 
(ssimran@dig.insure)",#5100,5/23/2023,Yes,,,
302,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New DUO user - Simran 
(accessing dig\aaneem account)",#4903,5/15/2023,Yes,,,
303,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,New BLIP user - Parth Patel,#4896,5/15/2023,Yes,,,
304,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,,"4 GB RAM Added
Windows re-installed + Office 365 installed + Time Spent 2 Hrs
Data restored to the PC. 
Naina PC
SerialNumber CPXLTV1",#3754,5/9/2023,Yes,,,
305,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,RDP + DUO completed for Mr. Sunny,#4621,5/8/2023,Yes,,,
306,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"New RDP User : Mandeep Kapoor.
DUO + BLIP setup.",#4745,5/8/2023,Yes,,,
307,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Onsite Visit - Network cable installed to Printer in Reception.,#4751,5/8/2023,Yes,,,
308,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"Hardware Details: PC + 2 LCD Monitor + 1 Power Bar + Onsite Visit 1hr 
• PC (Qty =1)
SerialNumber : 2UA40812XX
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#4521,5/3/2023,Yes,,,
309,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,2 Network Drops Installed by Ankit in Simar's Office.,#4067,5/3/2023,Yes,,,
310,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,,"Hardware Details: PC + LCD Monitor + DUO + Onsite Visit 30 mins
• PC (Qty =1)
SerialNumber : 2UA40812XX
OS Name Microsoft Windows 10 Pro
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD 250GB SSD + 500 GB SATA
• LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)",#4621,5/3/2023,Yes,,,
311,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"New VOIP account X101 User: Varinder Rana
New SIP T54W
MAC : 805E0CC3266A
S/N: 301081E041220382",#4362,4/29/2023,Yes,,,
312,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"5 RDP nodes created. + 5 DUO
dig\account1 - Account1
dig\account2 - Account2
dig\lgrewal - Lajwinder Grewal
dig\averma - Amita Verma
dig\hthind - Harman Thind","#4324
#4501
#4521
#4500",4/28/2023,Yes,,,
313,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"New Email created: Hthind@dig.insure
User: Harman Thind",#4521,4/27/2023,Yes,,,
314,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,,"2 Emails created: 
New Email created: lgrewal@dig.insure
User: Lajwinder Grewal
New Email created: averma@dig.insure
User: Amita Verma","#4500
#4501",4/26/2023,Yes,,,
315,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,,"Onsite visit: 1 HR.
Setup done for Network MPF Scan to PC Folder.",#4377,4/26/2023,Yes,,,
316,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,,New email created: baldeepgrewal@metrox.ca,#4508,4/26/2023,Yes,,,
317,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,Scanner setup - Reception Desk (Ms. Shashi),#4404,4/21/2023,Yes,,,
318,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,"User: Simar Uppal - New VOIP account + Device installed
VOIP 9058973212 
MAC 805E0CC32EB8
SerialNumber 301081E041223209
Make Yealink
Model SIP-T54W
STATE Installed",#4027,4/20/2023,Yes,,,
319,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,,"1 x Adobe DC Pro installed
System Name MAIN-PC
SerialNumber MJ04936",#4315,4/19/2023,Yes,,,
320,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,1 x MS-Office License Activation RDP – Anjali Kamboj,#4354,4/19/2023,Yes,,,
321,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,,"DUO Push User Added - Nitin 13 April 2023
DUO Push User Added - Anjali Kamboj 18 April 2023","#4112
#4328",4/18/2023,Yes,Merged with Billing 28 Feb 23 with New User Node Setup,,
322,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,,DUO Push User Added - Shaleen Dutta 27 February 2023,#3013,4/18/2023,Yes,,,
323,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,,"Techhosting.ca :- Client`s CC on Profile
- 1 Email (365) created + configured
-simar@freighthublogistic.com",#4293,4/17/2023,Yes,,,
